"Spectra_Name","Location","Instrument","Species_Code","Measurement_Date","Red","Blue","Far_Red"
"BNL1236","Utqiagvik","ASD_FieldSpec_3","SAPU15","20130725",0.885848510233556,0.954252238934259,0.142487683493678
"BNL1238","Utqiagvik","ASD_FieldSpec_3","SAPU15","20130725",0.877501843427092,0.947967273031086,0.135599553033069
"BNL1240","Utqiagvik","ASD_FieldSpec_3","SAPU15","20130725",0.862149380293947,0.951045467318434,0.123647423320288
"BNL1242","Utqiagvik","ASD_FieldSpec_3","SAPU15","20130725",0.82498542282983,0.941729562434187,0.108768387002514
"BNL1244","Utqiagvik","ASD_FieldSpec_3","SAPU15","20130725",0.841413623376791,0.946887094009235,0.122382067317494
"BNL1245","Utqiagvik","ASD_FieldSpec_3","PEFR5","20130725",0.89453193824905,0.953616981959079,0.119297595555249
"BNL1246","Utqiagvik","ASD_FieldSpec_3","SAPU15","20130725",0.858240135501919,0.948971063347874,0.123970651859451
"BNL1247","Utqiagvik","ASD_FieldSpec_3","SAPU15","20130725",0.885947021106179,0.954590040011766,0.146937750559164
"BNL1248","Utqiagvik","ASD_FieldSpec_3","SAPU6","20130725",0.850999235599017,0.94876336599022,0.107101491913034
"BNL1249","Utqiagvik","ASD_FieldSpec_3","SAPU15","20130725",0.905596237062486,0.956030081573054,0.16195065443875
"BNL1251","Utqiagvik","ASD_FieldSpec_3","SAPU15","20130725",0.891308889320957,0.954668959913872,0.152315473973382
"BNL1253","Utqiagvik","ASD_FieldSpec_3","SAPU15","20130725",0.859461641479915,0.949094045945788,0.136812617413605
"BNL1255","Utqiagvik","ASD_FieldSpec_3","PEFR5","20130725",0.902245070372905,0.955357546654715,0.126023777375012
"BNL1256","Utqiagvik","ASD_FieldSpec_3","SAPU6","20130725",0.866815928417882,0.948407767683699,0.111496660763823
"BNL1257","Utqiagvik","ASD_FieldSpec_3","PEFR5","20130725",0.899537783942609,0.954334810543836,0.122851016861284
"BNL1258","Utqiagvik","ASD_FieldSpec_3","SAPU6","20130725",0.730364864825334,0.918527868209396,0.152214518526357
"BNL1259","Utqiagvik","ASD_FieldSpec_3","PEFR5","20130725",0.905000714453244,0.954887739746691,0.126002600914829
"BNL1260","Utqiagvik","ASD_FieldSpec_3","SAPU6","20130725",0.838096131111237,0.940772159715624,0.1109672341825
"BNL1261","Utqiagvik","ASD_FieldSpec_3","PEFR5","20130725",0.913853871378769,0.955892807339659,0.138538421415932
"BNL1262","Utqiagvik","ASD_FieldSpec_3","SAPU6","20130725",0.795893702391966,0.930321936889726,0.0916592244942273
"BNL1264","Utqiagvik","ASD_FieldSpec_3","SAPU6","20130725",0.856724451080704,0.947552648522577,0.112953694063444
"BNL1265","Utqiagvik","ASD_FieldSpec_3","ARFU2","20130725",0.796273290578596,0.918552073733465,0.322038135454192
"BNL1266","Utqiagvik","ASD_FieldSpec_3","SAPU6","20130725",0.76556685938704,0.956324382630783,0.114763188579945
"BNL1267","Utqiagvik","ASD_FieldSpec_3","ARFU2","20130725",0.826909135002432,0.937188599699232,0.111243560368735
"BNL1268","Utqiagvik","ASD_FieldSpec_3","SAPU6","20130725",0.85631343206246,0.956138455983969,0.115260388470644
"BNL1269","Utqiagvik","ASD_FieldSpec_3","ARFU2","20130725",0.794696351785621,0.920958100823502,0.0979247628776498
"BNL1270","Utqiagvik","ASD_FieldSpec_3","SAPU6","20130725",0.801208185438296,0.943407654361023,0.103902329708526
"BNL1271","Utqiagvik","ASD_FieldSpec_3","ARFU2","20130725",0.780849209410379,0.915114151568878,0.101542563527118
"BNL1272","Utqiagvik","ASD_FieldSpec_3","SAPU6","20130725",0.875248580046238,0.94978536909435,0.113826343246539
"BNL1281","Utqiagvik","ASD_FieldSpec_3","ARFU2","20130725",0.881969629902252,0.945459112423518,0.386110950308176
"BNL1303","Utqiagvik","ASD_FieldSpec_3","DUFI","20130725",0.80873291417559,0.943695573519454,0.0942341270474508
"BNL1305","Utqiagvik","ASD_FieldSpec_3","CAAQ","20130725",0.763333190957476,0.905893924178085,0.104964864641078
"BNL1307","Utqiagvik","ASD_FieldSpec_3","CAAQ","20130725",0.807653874565985,0.925458983098491,0.103669160806774
"BNL1309","Utqiagvik","ASD_FieldSpec_3","CAAQ","20130725",0.781681988632032,0.911521304521834,0.0897607234123348
"BNL1313","Utqiagvik","ASD_FieldSpec_3","CAAQ","20130725",0.765086125448711,0.907512934199765,0.0850532846772408
"BNL1315","Utqiagvik","ASD_FieldSpec_3","CAAQ","20130725",0.783705800370735,0.911128709691783,0.102522206255966
"BNL1317","Utqiagvik","ASD_FieldSpec_3","CAAQ","20130725",0.735426131733366,0.88396366733142,0.0927622745726342
"BNL1321","Utqiagvik","ASD_FieldSpec_3","CAAQ","20130725",0.81015369155886,0.920750677617201,0.104025597100333
"BNL1323","Utqiagvik","ASD_FieldSpec_3","PEFR5","20130725",0.90578495967739,0.955445552585267,0.12910902280695
"BNL1324","Utqiagvik","ASD_FieldSpec_3","CAAQ","20130725",0.853418636983059,0.934758272542264,0.185579349539178
"BNL1325","Utqiagvik","ASD_FieldSpec_3","PEFR5","20130725",0.874561372242998,0.951064408863967,0.103863355138192
"BNL1327","Utqiagvik","ASD_FieldSpec_3","PEFR5","20130725",0.88784293958698,0.952127881201725,0.118627741432359
"BNL1328","Utqiagvik","ASD_FieldSpec_3","DUFI","20130725",0.793570978133265,0.955120837560208,0.0895929135090002
"BNL1329","Utqiagvik","ASD_FieldSpec_3","PEFR5","20130725",0.896420288578306,0.95363752035359,0.119358257181792
"BNL1330","Utqiagvik","ASD_FieldSpec_3","DUFI","20130725",0.80761926806783,0.954158502627081,0.0893310251760355
"BNL1331","Utqiagvik","ASD_FieldSpec_3","PEFR5","20130725",0.909491774174433,0.95549706092635,0.132931398997554
"BNL1332","Utqiagvik","ASD_FieldSpec_3","DUFI","20130725",0.785089062123792,0.953953602757817,0.150515589763789
"BNL1334","Utqiagvik","ASD_FieldSpec_3","DUFI","20130725",0.839556099676255,0.953359490805629,0.105037668906372
"BNL1336","Utqiagvik","ASD_FieldSpec_3","DUFI","20130725",0.785988332085742,0.955966745765681,0.090591366130977
"BNL1338","Utqiagvik","ASD_FieldSpec_3","DUFI","20130725",0.827271232825264,0.956325807871432,0.149260790557133
"BNL1340","Utqiagvik","ASD_FieldSpec_3","DUFI","20130725",0.833592204868771,0.954299032927538,0.100568446060799
"BNL1342","Utqiagvik","ASD_FieldSpec_3","DUFI","20130725",0.865009464981562,0.953574521849289,0.114922099719381
"BNL1344","Utqiagvik","ASD_FieldSpec_3","DUFI","20130725",0.853872662202563,0.956325883321731,0.125504420385118
"BNL1363","Utqiagvik","ASD_FieldSpec_3","ARLA2","20130725",0.827157085726781,0.941308634879961,0.262727874502906
"BNL1365","Utqiagvik","ASD_FieldSpec_3","ARLA2","20130725",0.786566230929608,0.916469795014938,0.115153244500097
"BNL1369","Utqiagvik","ASD_FieldSpec_3","ARLA2","20130725",0.803301106419227,0.926473219506771,0.12946406788404
"BNL1373","Utqiagvik","ASD_FieldSpec_3","ARLA2","20130725",0.903239545167494,0.942217833537976,0.331089438566878
"BNL1379","Utqiagvik","ASD_FieldSpec_3","ARLA2","20130725",0.755188505327029,0.892599673353985,0.114349165592081
"BNL1383","Utqiagvik","ASD_FieldSpec_3","ERAN6","20130725",0.89231277707623,0.952345330680434,0.147298806019551
"BNL1384","Utqiagvik","ASD_FieldSpec_3","VAVI","20130725",0.846636626477247,0.953557578726958,0.169071918450118
"BNL1385","Utqiagvik","ASD_FieldSpec_3","ERAN6","20130725",0.877408530588557,0.948975350244427,0.130308272638085
"BNL1387","Utqiagvik","ASD_FieldSpec_3","ERAN6","20130725",0.863772051416603,0.950604868225029,0.120996360163973
"BNL1389","Utqiagvik","ASD_FieldSpec_3","ERAN6","20130725",0.872891957975345,0.949049405356311,0.129411765089075
"BNL1391","Utqiagvik","ASD_FieldSpec_3","ERAN6","20130725",0.899160845307137,0.955072665630876,0.135365039134212
"BNL1393","Utqiagvik","ASD_FieldSpec_3","ERAN6","20130725",0.870378187299021,0.951747724392507,0.121454705396952
"BNL1395","Utqiagvik","ASD_FieldSpec_3","ERAN6","20130725",0.899024088337536,0.953735721289032,0.15717875269838
"BNL1397","Utqiagvik","ASD_FieldSpec_3","ERAN6","20130725",0.895679173562407,0.954328021131269,0.147941781762408
"BNL1399","Utqiagvik","ASD_FieldSpec_3","ERAN6","20130725",0.880889092511036,0.953170497924461,0.120131492927305
"BNL1400","Utqiagvik","ASD_FieldSpec_3","ERAN6","20130725",0.839432933104266,0.945070773797714,0.111172318257113
