"Date","Date_Time","Frac_DOY","PAR_umol_m2_s1","Solar_W_m2","Tair_degC","Tsurf_degC"
2015-02-07,2015-02-07 20:30:00,37.85417,37.4,5.636,-19.93,-19.49
2015-02-07,2015-02-07 21:00:00,37.875,48.77,11.14,-20.16,-19.69
2015-02-07,2015-02-07 21:30:00,37.89584,55.71,18.12,-20.41,-19.9
2015-02-07,2015-02-07 22:00:00,37.91667,61.72,24.09,-20.61,-20.06
2015-02-07,2015-02-07 22:30:00,37.9375,62.22,24.09,-20.77,-20.27
2015-02-07,2015-02-07 23:00:00,37.95834,59.42,22.35,-20.95,-20.47
2015-02-07,2015-02-07 23:30:00,37.97917,55.32,18.92,-21.32,-20.95
2015-02-08,2015-02-08 00:00:00,38,50.24,13.03,-21.69,-21.51
2015-02-08,2015-02-08 00:30:00,38.02084,37.52,6.437,-21.86,-21.58
2015-02-08,2015-02-08 01:00:00,38.04167,25.11,0.353,-22.4,-22.29
2015-02-08,2015-02-08 01:30:00,38.0625,16,-5.026,-23.9,-24.34
2015-02-08,2015-02-08 02:00:00,38.08334,13.78,-7.341,-24.79,-25.38
2015-02-08,2015-02-08 02:30:00,38.10417,13.48,-6.414,-24.85,-24.82
2015-02-08,2015-02-08 03:00:00,38.125,13.26,-6.404,-24.33,-24.18
2015-02-08,2015-02-08 03:30:00,38.14584,13.28,-6.812,-24.22,-24.28
2015-02-08,2015-02-08 04:00:00,38.16667,13.28,-6.89,-24.22,-24.2
2015-02-08,2015-02-08 04:30:00,38.1875,13.28,-6.693,-24.26,-24
2015-02-08,2015-02-08 05:00:00,38.20834,13.43,-7.286,-24.79,-24.62
2015-02-08,2015-02-08 05:30:00,38.22917,13.54,-8.16,-26.28,-26.68
2015-02-08,2015-02-08 06:00:00,38.25,13.4,-7.99,-26.87,-27.38
2015-02-08,2015-02-08 06:30:00,38.27084,11.33,-7.651,-27.27,-27.87
2015-02-08,2015-02-08 07:00:00,38.29167,5.679,-6.248,-27.22,-27.51
2015-02-08,2015-02-08 07:30:00,38.3125,4.933,-6.572,-27.32,-27.88
2015-02-08,2015-02-08 08:00:00,38.33334,4.498,-6.233,-27.83,-28.49
2015-02-08,2015-02-08 08:30:00,38.35417,4.153,-5.877,-28.2,-28.98
2015-02-08,2015-02-08 09:00:00,38.375,4.714,-5.826,-28.89,-29.85
2015-02-08,2015-02-08 09:30:00,38.39584,5.927,-5.73,-29.23,-30.05
2015-02-08,2015-02-08 10:00:00,38.41667,5.77,-5.725,-29.32,-30.2
2015-02-08,2015-02-08 10:30:00,38.4375,5.847,-5.816,-29.7,-30.77
2015-02-08,2015-02-08 11:00:00,38.45834,5.905,-5.816,-29.97,-31.05
2015-02-08,2015-02-08 11:30:00,38.47917,5.917,-5.822,-30.09,-31.3
2015-02-08,2015-02-08 12:00:00,38.5,6.148,-5.788,-30.64,-31.77
2015-02-08,2015-02-08 12:30:00,38.52084,6.233,-5.458,-31.1,-32.33
2015-02-08,2015-02-08 13:00:00,38.54167,6.287,-5.67,-30.72,-32.27
2015-02-08,2015-02-08 13:30:00,38.5625,6.114,-5.687,-30.71,-32.42
2015-02-08,2015-02-08 14:00:00,38.58334,6.107,-5.878,-30.38,-32.26
2015-02-08,2015-02-08 14:30:00,38.60417,6.099,-5.715,-30.63,-32.39
2015-02-08,2015-02-08 15:00:00,38.625,6.015,-5.963,-30.31,-32.35
2015-02-08,2015-02-08 15:30:00,38.64584,6.177,-5.913,-30.5,-32.52
2015-02-08,2015-02-08 16:00:00,38.66667,6.058,-6.201,-30.02,-32.28
2015-02-08,2015-02-08 16:30:00,38.6875,6.165,-6.336,-30.59,-32.59
2015-02-08,2015-02-08 17:00:00,38.70834,6.296,-6.442,-31.04,-32.96
2015-02-08,2015-02-08 17:30:00,38.72917,6.081,-6.613,-30.74,-32.81
2015-02-08,2015-02-08 18:00:00,38.75,5.955,-6.84,-30.38,-32.74
2015-02-08,2015-02-08 18:30:00,38.77084,6.34,-5.883,-31.38,-33.52
2015-02-08,2015-02-08 19:00:00,38.79167,6.828,-4.886,-30.39,-33.16
2015-02-08,2015-02-08 19:30:00,38.8125,11.04,-2.28,-31.03,-33.44
2015-02-08,2015-02-08 20:00:00,38.83334,23.09,2.175,-30.66,-33.13
2015-02-08,2015-02-08 20:30:00,38.85417,36.8,9.17,-30.22,-32.73
2015-02-08,2015-02-08 21:00:00,38.875,48.29,17.92,-30.61,-32.62
2015-02-08,2015-02-08 21:30:00,38.89584,57.62,23.82,-30.01,-32.23
2015-02-08,2015-02-08 22:00:00,38.91667,62.32,24.76,-30.01,-32.19
2015-02-08,2015-02-08 22:30:00,38.9375,62.34,27.67,-29.7,-31.92
2015-02-08,2015-02-08 23:00:00,38.95834,62.2,28.88,-29.64,-31.81
2015-02-08,2015-02-08 23:30:00,38.97917,55.11,23.42,-29.85,-32.04
2015-02-09,2015-02-09 00:00:00,39,45.75,20.33,-31.39,-32.98
2015-02-09,2015-02-09 00:30:00,39.02084,32.89,11.99,-30.9,-33.01
2015-02-09,2015-02-09 01:00:00,39.04167,19.95,3.083,-30.9,-33.34
2015-02-09,2015-02-09 01:30:00,39.0625,9.1,-4.666,-30.56,-33.44
2015-02-09,2015-02-09 02:00:00,39.08334,6.876,-7.497,-30.29,-33.41
2015-02-09,2015-02-09 02:30:00,39.10417,6.707,-8.84,-31.04,-33.82
2015-02-09,2015-02-09 03:00:00,39.125,6.662,-9.04,-34.07,-35.09
2015-02-09,2015-02-09 03:30:00,39.14584,6.513,-8.55,-33.62,-34.99
2015-02-09,2015-02-09 04:00:00,39.16667,6.506,-8.53,-33.78,-35.16
2015-02-09,2015-02-09 04:30:00,39.1875,6.495,-8.37,-32.62,-34.31
2015-02-09,2015-02-09 05:00:00,39.20834,6.383,-9.98,-31.99,-34.26
2015-02-09,2015-02-09 05:30:00,39.22917,6.237,-9.59,-32.57,-34.52
2015-02-09,2015-02-09 06:00:00,39.25,6.245,-9.02,-31.73,-33.83
2015-02-09,2015-02-09 06:30:00,39.27084,6.456,-9.38,-32.14,-33.74
2015-02-09,2015-02-09 07:00:00,39.29167,6.295,-9.2,-31.85,-33.7
2015-02-09,2015-02-09 07:30:00,39.3125,6.429,-8.46,-32.05,-33.99
2015-02-09,2015-02-09 08:00:00,39.33334,6.317,-8.95,-30.98,-34.07
2015-02-09,2015-02-09 08:30:00,39.35417,6.606,-8.7,-33.44,-35.11
2015-02-09,2015-02-09 09:00:00,39.375,6.433,-9.28,-32.65,-34.66
2015-02-09,2015-02-09 09:30:00,39.39584,6.576,-8.54,-33.42,-34.97
2015-02-09,2015-02-09 10:00:00,39.41667,6.614,-8.81,-33.68,-35.11
2015-02-09,2015-02-09 10:30:00,39.4375,6.668,-8.45,-34.36,-35.54
2015-02-09,2015-02-09 11:00:00,39.45834,6.591,-8.02,-34.66,-35.85
2015-02-09,2015-02-09 11:30:00,39.47917,6.703,-8.26,-34.34,-35.71
2015-02-09,2015-02-09 12:00:00,39.5,6.634,-8.39,-34.06,-35.46
2015-02-09,2015-02-09 12:30:00,39.52084,6.653,-9.44,-34.51,-35.64
2015-02-09,2015-02-09 13:00:00,39.54167,6.688,-9.06,-35.1,-35.79
2015-02-09,2015-02-09 13:30:00,39.5625,6.65,-8.51,-35.13,-35.9
2015-02-09,2015-02-09 14:00:00,39.58334,6.643,-8.27,-35.44,-35.58
2015-02-09,2015-02-09 14:30:00,39.60417,6.626,-6.848,-35.04,-34.98
2015-02-09,2015-02-09 15:00:00,39.625,6.657,-6.58,-34.83,-34.48
2015-02-09,2015-02-09 15:30:00,39.64584,6.537,-6.299,-33.81,-33.37
2015-02-09,2015-02-09 16:00:00,39.66667,6.44,-7.941,-33.38,-33.64
2015-02-09,2015-02-09 16:30:00,39.6875,6.474,-7.834,-33.71,-33.87
2015-02-09,2015-02-09 17:00:00,39.70834,6.547,-8.14,-33.71,-33.84
2015-02-09,2015-02-09 17:30:00,39.72917,6.467,-8.44,-33.4,-33.52
2015-02-09,2015-02-09 18:00:00,39.75,6.466,-7.835,-33.38,-33.25
2015-02-09,2015-02-09 18:30:00,39.77084,6.708,-7.286,-32.82,-32.51
2015-02-09,2015-02-09 19:00:00,39.79167,6.904,-6.367,-32.28,-32.3
2015-02-09,2015-02-09 19:30:00,39.8125,10.35,-1.694,-32.13,-32.3
2015-02-09,2015-02-09 20:00:00,39.83334,22.53,5.27,-32.1,-32.21
2015-02-09,2015-02-09 20:30:00,39.85417,34.78,11.64,-32.33,-32.29
2015-02-09,2015-02-09 21:00:00,39.875,51.3,23.12,-32.26,-32.23
2015-02-09,2015-02-09 21:30:00,39.89584,62.29,31.44,-31.78,-31.93
2015-02-09,2015-02-09 22:00:00,39.91667,71.52,45.83,-32.09,-32.03
2015-02-09,2015-02-09 22:30:00,39.9375,86.2,65.66,-31.73,-31.03
2015-02-09,2015-02-09 23:00:00,39.95834,62.3,34.78,-31.76,-31.41
2015-02-09,2015-02-09 23:30:00,39.97917,59.1,30.97,-31.93,-31.6
2015-02-10,2015-02-10 00:00:00,40,55.19,33.26,-30.75,-30.01
2015-02-10,2015-02-10 00:30:00,40.02084,32.43,11.56,-30.56,-30.18
2015-02-10,2015-02-10 01:00:00,40.04167,20.27,3.154,-30.61,-30.26
2015-02-10,2015-02-10 01:30:00,40.0625,9.6,-1.735,-30.1,-29.34
2015-02-10,2015-02-10 02:00:00,40.08334,6.835,-6.257,-29.57,-29.04
2015-02-10,2015-02-10 02:30:00,40.10417,6.581,-6.043,-29.19,-28.5
2015-02-10,2015-02-10 03:00:00,40.125,6.469,-6.992,-28.73,-28.5
2015-02-10,2015-02-10 03:30:00,40.14584,6.491,-6.668,-28.18,-28.09
2015-02-10,2015-02-10 04:00:00,40.16667,6.568,-8.86,-28.1,-28.88
2015-02-10,2015-02-10 04:30:00,40.1875,6.564,-9.23,-28.39,-29.49
2015-02-10,2015-02-10 05:00:00,40.20834,6.431,-9.14,-29.31,-30.44
2015-02-10,2015-02-10 05:30:00,40.22917,6.424,-9.02,-29.2,-30.62
2015-02-10,2015-02-10 06:00:00,40.25,6.544,-9.15,-29.66,-30.82
2015-02-10,2015-02-10 06:30:00,40.27084,6.514,-8.96,-30.86,-31.71
2015-02-10,2015-02-10 07:00:00,40.29167,6.568,-8.53,-31.26,-32.15
2015-02-10,2015-02-10 07:30:00,40.3125,6.43,-8.52,-30.98,-32.11
2015-02-10,2015-02-10 08:00:00,40.33334,6.485,-8.02,-30.82,-31.92
2015-02-10,2015-02-10 08:30:00,40.35417,6.304,-8.47,-30.15,-31.49
2015-02-10,2015-02-10 09:00:00,40.375,6.392,-8.54,-30.3,-31.48
2015-02-10,2015-02-10 09:30:00,40.39584,6.572,-8.39,-30.48,-31.47
2015-02-10,2015-02-10 10:00:00,40.41667,6.552,-8.83,-30.73,-31.74
2015-02-10,2015-02-10 10:30:00,40.4375,6.491,-8.8,-29.36,-31
2015-02-10,2015-02-10 11:00:00,40.45834,6.53,-9.79,-30.51,-31.82
2015-02-10,2015-02-10 11:30:00,40.47917,6.622,-8.78,-31.75,-32.82
2015-02-10,2015-02-10 12:00:00,40.5,6.469,-8.69,-31.64,-33.01
2015-02-10,2015-02-10 12:30:00,40.52084,6.454,-8.64,-31.5,-33.05
2015-02-10,2015-02-10 13:00:00,40.54167,6.431,-8.42,-31.52,-33.18
2015-02-10,2015-02-10 13:30:00,40.5625,6.358,-8.58,-31.42,-32.97
2015-02-10,2015-02-10 14:00:00,40.58334,6.463,-8.76,-31.85,-32.96
2015-02-10,2015-02-10 14:30:00,40.60417,6.386,-8.66,-31.66,-33.2
2015-02-10,2015-02-10 15:00:00,40.625,6.343,-8.65,-31.44,-33.37
2015-02-10,2015-02-10 15:30:00,40.64584,6.367,-8.29,-30.79,-33.03
2015-02-10,2015-02-10 16:00:00,40.66667,6.039,-8.94,-29.64,-32.46
2015-02-10,2015-02-10 16:30:00,40.6875,6.135,-10.07,-28.95,-32.24
2015-02-10,2015-02-10 17:00:00,40.70834,6.231,-10.33,-29.52,-32.31
2015-02-10,2015-02-10 17:30:00,40.72917,6.547,-7.431,-32.85,-34.25
2015-02-10,2015-02-10 18:00:00,40.75,6.471,-7.383,-31.69,-34.37
2015-02-10,2015-02-10 18:30:00,40.77084,6.794,-7.049,-31.08,-33.88
2015-02-10,2015-02-10 19:00:00,40.79167,6.917,-4.814,-30.74,-34.04
2015-02-10,2015-02-10 19:30:00,40.8125,13.19,-1.709,-31.11,-33.75
2015-02-10,2015-02-10 20:00:00,40.83334,22.53,4.81,-32.66,-34.28
2015-02-10,2015-02-10 20:30:00,40.85417,34.78,11.59,-30.92,-33.75
2015-02-10,2015-02-10 21:00:00,40.875,46.28,18.87,-31.35,-33.66
2015-02-10,2015-02-10 21:30:00,40.89584,53.83,24.63,-30.89,-33.27
2015-02-10,2015-02-10 22:00:00,40.91667,62.29,31.92,-31.66,-33.14
2015-02-10,2015-02-10 22:30:00,40.9375,62.36,34.29,-31.83,-33.33
2015-02-10,2015-02-10 23:00:00,40.95834,62.08,31.4,-32.11,-33.8
2015-02-10,2015-02-10 23:30:00,40.97917,52.12,25.13,-31.78,-33.71
2015-02-11,2015-02-11 00:00:00,41,44.79,19.52,-32.23,-33.94
2015-02-11,2015-02-11 00:30:00,41.02084,33.36,12.27,-32.97,-34.39
2015-02-11,2015-02-11 01:00:00,41.04167,20.73,4.186,-32.52,-34.14
2015-02-11,2015-02-11 01:30:00,41.0625,8.65,-2.765,-32.66,-34.16
2015-02-11,2015-02-11 02:00:00,41.08334,6.894,-6.457,-32.62,-34.19
2015-02-11,2015-02-11 02:30:00,41.10417,6.775,-7.541,-32.78,-34.28
2015-02-11,2015-02-11 03:00:00,41.125,6.664,-7.478,-33.82,-34.94
2015-02-11,2015-02-11 03:30:00,41.14584,6.71,-7.49,-34.23,-35.28
2015-02-11,2015-02-11 04:00:00,41.16667,6.822,-7.358,-34.54,-35.52
2015-02-11,2015-02-11 04:30:00,41.1875,6.757,-8.05,-33.84,-34.93
2015-02-11,2015-02-11 05:00:00,41.20834,6.78,-7.412,-34.39,-35.13
2015-02-11,2015-02-11 05:30:00,41.22917,6.726,-7.954,-34.29,-35.11
2015-02-11,2015-02-11 06:00:00,41.25,6.711,-8.04,-34.02,-34.96
2015-02-11,2015-02-11 06:30:00,41.27084,6.734,-7.449,-34.24,-35.2
2015-02-11,2015-02-11 07:00:00,41.29167,6.726,-7.393,-33.79,-35
2015-02-11,2015-02-11 07:30:00,41.3125,6.63,-7.424,-33.83,-34.99
2015-02-11,2015-02-11 08:00:00,41.33334,6.614,-7.369,-34.18,-35.22
2015-02-11,2015-02-11 08:30:00,41.35417,6.591,-7.405,-33.97,-34.9
2015-02-11,2015-02-11 09:00:00,41.375,6.591,-7.267,-34.04,-35
2015-02-11,2015-02-11 09:30:00,41.39584,6.672,-7.138,-34.01,-35.1
2015-02-11,2015-02-11 10:00:00,41.41667,6.622,-7.676,-34.42,-35.22
2015-02-11,2015-02-11 10:30:00,41.4375,6.73,-7.786,-34.28,-35.02
2015-02-11,2015-02-11 11:00:00,41.45834,6.68,-7.868,-33.91,-34.73
2015-02-11,2015-02-11 11:30:00,41.47917,6.626,-7.868,-33.66,-34.54
2015-02-11,2015-02-11 12:00:00,41.5,6.714,-8.72,-33.42,-34.2
2015-02-11,2015-02-11 12:30:00,41.52084,6.734,-7.88,-33.61,-34.33
2015-02-11,2015-02-11 13:00:00,41.54167,6.818,-7.943,-33.51,-34.38
2015-02-11,2015-02-11 13:30:00,41.5625,6.865,-7.143,-34.41,-35.06
2015-02-11,2015-02-11 14:00:00,41.58334,6.776,-8.06,-33.25,-34.16
2015-02-11,2015-02-11 14:30:00,41.60417,6.784,-8.4,-33.47,-34.17
2015-02-11,2015-02-11 15:00:00,41.625,6.714,-8.96,-33.22,-33.95
2015-02-11,2015-02-11 15:30:00,41.64584,6.707,-8.48,-33.22,-33.86
2015-02-11,2015-02-11 16:00:00,41.66667,6.66,-9.07,-33.03,-33.64
2015-02-11,2015-02-11 16:30:00,41.6875,6.663,-8.61,-33.07,-33.69
2015-02-11,2015-02-11 17:00:00,41.70834,6.625,-8.53,-33.09,-33.72
2015-02-11,2015-02-11 17:30:00,41.72917,6.694,-8.32,-33.05,-33.73
2015-02-11,2015-02-11 18:00:00,41.75,6.682,-8.45,-32.62,-33.43
2015-02-11,2015-02-11 18:30:00,41.77084,6.805,-7.879,-32.97,-33.8
2015-02-11,2015-02-11 19:00:00,41.79167,6.925,-5.27,-33.48,-34.35
2015-02-11,2015-02-11 19:30:00,41.8125,14.48,0.64,-33.66,-34.4
2015-02-11,2015-02-11 20:00:00,41.83334,28.36,7.66,-32.95,-34.01
2015-02-11,2015-02-11 20:30:00,41.85417,39.19,14.37,-32.07,-33.5
2015-02-11,2015-02-11 21:00:00,41.875,49.31,26.06,-31.61,-32.94
2015-02-11,2015-02-11 21:30:00,41.89584,60.06,31.68,-31.22,-32.6
2015-02-11,2015-02-11 22:00:00,41.91667,62.34,38.14,-31.12,-32.6
2015-02-11,2015-02-11 22:30:00,41.9375,62.33,44.39,-31.16,-32.52
2015-02-11,2015-02-11 23:00:00,41.95834,62.33,45.74,-31.01,-32.45
2015-02-11,2015-02-11 23:30:00,41.97917,60.1,42.15,-31.21,-32.55
2015-02-12,2015-02-12 00:00:00,42,48.89,34.27,-31.35,-32.48
2015-02-12,2015-02-12 00:30:00,42.02084,38.05,23.37,-31.39,-32.38
2015-02-12,2015-02-12 01:00:00,42.04167,24.97,9.6,-31.77,-32.64
2015-02-12,2015-02-12 01:30:00,42.0625,12.43,-1.593,-32.39,-32.99
2015-02-12,2015-02-12 02:00:00,42.08334,6.915,-6.325,-32.65,-33.21
2015-02-12,2015-02-12 02:30:00,42.10417,6.816,-8.14,-32.52,-33.19
2015-02-12,2015-02-12 03:00:00,42.125,6.666,-8.64,-32.61,-33.32
2015-02-12,2015-02-12 03:30:00,42.14584,6.667,-8.51,-32.57,-33.27
2015-02-12,2015-02-12 04:00:00,42.16667,6.755,-8.76,-32.54,-33.25
2015-02-12,2015-02-12 04:30:00,42.1875,6.74,-8.51,-32.6,-33.35
2015-02-12,2015-02-12 05:00:00,42.20834,6.782,-8.91,-32.62,-33.32
2015-02-12,2015-02-12 05:30:00,42.22917,6.798,-8.82,-32.73,-33.36
2015-02-12,2015-02-12 06:00:00,42.25,6.752,-8.5,-32.66,-33.37
2015-02-12,2015-02-12 06:30:00,42.27084,6.775,-8.37,-33.04,-33.8
2015-02-12,2015-02-12 07:00:00,42.29167,6.84,-8.31,-33.07,-33.93
2015-02-12,2015-02-12 07:30:00,42.3125,6.741,-8.09,-33.17,-34.04
2015-02-12,2015-02-12 08:00:00,42.33334,6.745,-8.15,-33.27,-34.19
2015-02-12,2015-02-12 08:30:00,42.35417,6.68,-8.39,-33.25,-34.07
2015-02-12,2015-02-12 09:00:00,42.375,6.784,-8.53,-32.94,-33.74
2015-02-12,2015-02-12 09:30:00,42.39584,6.594,-8.63,-32.8,-33.46
2015-02-12,2015-02-12 10:00:00,42.41667,6.686,-8.49,-32.7,-33.34
2015-02-12,2015-02-12 10:30:00,42.4375,6.674,-8.85,-32.88,-33.48
2015-02-12,2015-02-12 11:00:00,42.45834,6.763,-8.65,-33.25,-33.86
2015-02-12,2015-02-12 11:30:00,42.47917,6.744,-8.82,-33.39,-33.95
2015-02-12,2015-02-12 12:00:00,42.5,6.733,-8.44,-32.94,-33.57
2015-02-12,2015-02-12 12:30:00,42.52084,6.617,-8.7,-31.55,-32.4
2015-02-12,2015-02-12 13:00:00,42.54167,6.694,-9.15,-31.67,-32.44
2015-02-12,2015-02-12 13:30:00,42.5625,6.758,-9,-32.07,-32.72
2015-02-12,2015-02-12 14:00:00,42.58334,6.77,-8.89,-31.71,-32.36
2015-02-12,2015-02-12 14:30:00,42.60417,6.754,-9.01,-31.98,-32.51
2015-02-12,2015-02-12 15:00:00,42.625,6.793,-8.77,-32.13,-32.7
2015-02-12,2015-02-12 15:30:00,42.64584,6.758,-8.73,-32.25,-32.85
2015-02-12,2015-02-12 16:00:00,42.66667,6.801,-8.56,-32.26,-32.88
2015-02-12,2015-02-12 16:30:00,42.6875,6.793,-8.42,-32.29,-32.96
2015-02-12,2015-02-12 17:00:00,42.70834,6.774,-8.39,-32.31,-32.87
2015-02-12,2015-02-12 17:30:00,42.72917,6.724,-8.47,-32.26,-32.83
2015-02-12,2015-02-12 18:00:00,42.75,6.743,-8.7,-32.33,-32.84
2015-02-12,2015-02-12 18:30:00,42.77084,6.797,-7.912,-32.4,-32.9
2015-02-12,2015-02-12 19:00:00,42.79167,6.924,-5.241,-32.54,-32.96
2015-02-12,2015-02-12 19:30:00,42.8125,17.39,0.601,-32.5,-32.87
2015-02-12,2015-02-12 20:00:00,42.83334,30.61,7.494,-32.07,-32.49
2015-02-12,2015-02-12 20:30:00,42.85417,41.79,14.43,-31.33,-32.2
2015-02-12,2015-02-12 21:00:00,42.875,50.5,27.71,-31.25,-32.1
2015-02-12,2015-02-12 21:30:00,42.89584,61.7,33.81,-31.21,-32.01
2015-02-12,2015-02-12 22:00:00,42.91667,62.33,41.38,-31.24,-31.94
2015-02-12,2015-02-12 22:30:00,42.9375,62.33,48.58,-30.93,-31.73
2015-02-12,2015-02-12 23:00:00,42.95834,62.32,49.41,-30.98,-31.68
2015-02-12,2015-02-12 23:30:00,42.97917,NA,NA,NA,NA
2015-02-13,2015-02-13 00:00:00,43,56.13,40.87,-31.12,-31.76
2015-02-13,2015-02-13 00:30:00,43.02084,40.17,25.8,-31.42,-32.06
2015-02-13,2015-02-13 01:00:00,43.04167,27.07,11.7,-31.86,-32.49
2015-02-13,2015-02-13 01:30:00,43.0625,14.68,0.462,-32.43,-33.11
2015-02-13,2015-02-13 02:00:00,43.08334,6.915,-5.355,-32.8,-33.48
2015-02-13,2015-02-13 02:30:00,43.10417,6.843,-8.09,-33.46,-33.96
2015-02-13,2015-02-13 03:00:00,43.125,6.813,-8.51,-33.73,-34.14
2015-02-13,2015-02-13 03:30:00,43.14584,6.802,-8.36,-33.44,-34.05
2015-02-13,2015-02-13 04:00:00,43.16667,6.826,-8.34,-33.64,-34.18
2015-02-13,2015-02-13 04:30:00,43.1875,6.83,-8.15,-33.23,-33.87
2015-02-13,2015-02-13 05:00:00,43.20834,6.826,-8.43,-32.93,-33.62
2015-02-13,2015-02-13 05:30:00,43.22917,6.771,-8.03,-32.64,-33.24
2015-02-13,2015-02-13 06:00:00,43.25,6.74,-8.06,-32.05,-32.83
2015-02-13,2015-02-13 06:30:00,43.27084,6.767,-8.29,-31.78,-32.56
2015-02-13,2015-02-13 07:00:00,43.29167,6.778,-8.53,-32.04,-32.73
2015-02-13,2015-02-13 07:30:00,43.3125,6.666,-8.43,-31.95,-32.67
2015-02-13,2015-02-13 08:00:00,43.33334,6.658,-8.57,-31.86,-32.55
2015-02-13,2015-02-13 08:30:00,43.35417,6.754,-8.51,-31.98,-32.67
2015-02-13,2015-02-13 09:00:00,43.375,6.751,-8.73,-32.4,-33.03
2015-02-13,2015-02-13 09:30:00,43.39584,6.797,-8.71,-32.65,-33.29
2015-02-13,2015-02-13 10:00:00,43.41667,6.663,-8.61,-32.66,-33.33
2015-02-13,2015-02-13 10:30:00,43.4375,6.709,-8.52,-32.32,-32.97
2015-02-13,2015-02-13 11:00:00,43.45834,6.748,-8.46,-32.11,-32.83
2015-02-13,2015-02-13 11:30:00,43.47917,6.724,-8.57,-32.43,-33.09
2015-02-13,2015-02-13 12:00:00,43.5,6.786,-8.57,-32.64,-33.23
2015-02-13,2015-02-13 12:30:00,43.52084,6.736,-8.63,-32.76,-33.33
2015-02-13,2015-02-13 13:00:00,43.54167,6.809,-8.23,-32.85,-33.5
2015-02-13,2015-02-13 13:30:00,43.5625,6.805,-8.36,-32.84,-33.5
2015-02-13,2015-02-13 14:00:00,43.58334,6.802,-8.53,-32.99,-33.56
2015-02-13,2015-02-13 14:30:00,43.60417,6.778,-8.3,-32.27,-32.85
2015-02-13,2015-02-13 15:00:00,43.625,6.786,-8.79,-31.64,-32.22
2015-02-13,2015-02-13 15:30:00,43.64584,6.812,-8.71,-31.79,-32.34
2015-02-13,2015-02-13 16:00:00,43.66667,6.812,-8.51,-31.99,-32.52
2015-02-13,2015-02-13 16:30:00,43.6875,6.801,-8.52,-32.15,-32.62
2015-02-13,2015-02-13 17:00:00,43.70834,6.797,-8.22,-32.18,-32.7
2015-02-13,2015-02-13 17:30:00,43.72917,6.762,-8.06,-32.57,-33.12
2015-02-13,2015-02-13 18:00:00,43.75,6.705,-8.05,-32.78,-33.27
2015-02-13,2015-02-13 18:30:00,43.77084,6.863,-7.388,-32.62,-33.04
2015-02-13,2015-02-13 19:00:00,43.79167,7.051,-4.753,-32.17,-32.56
2015-02-13,2015-02-13 19:30:00,43.8125,18.47,0.163,-31.94,-32.39
2015-02-13,2015-02-13 20:00:00,43.83334,30.89,7.7,-31.97,-32.49
2015-02-13,2015-02-13 20:30:00,43.85417,43.59,15.36,-31.37,-32.25
2015-02-13,2015-02-13 21:00:00,43.875,51.99,30.11,-31.03,-32.23
2015-02-13,2015-02-13 21:30:00,43.89584,62.29,37.15,-30.69,-32.14
2015-02-13,2015-02-13 22:00:00,43.91667,62.34,46.92,-30.5,-32.03
2015-02-13,2015-02-13 22:30:00,43.9375,62.33,54.78,-30.42,-32.01
2015-02-13,2015-02-13 23:00:00,43.95834,62.32,56.33,-30.59,-32
2015-02-13,2015-02-13 23:30:00,43.97917,62.15,52.85,-30.56,-32.19
2015-02-14,2015-02-14 00:00:00,44,50.8,44.49,-31,-32.53
2015-02-14,2015-02-14 00:30:00,44.02084,42.07,33.17,-31.88,-32.95
2015-02-14,2015-02-14 01:00:00,44.04167,29.7,18.85,-32.68,-33.53
2015-02-14,2015-02-14 01:30:00,44.0625,16.83,4.344,-33.49,-34.27
2015-02-14,2015-02-14 02:00:00,44.08334,6.931,-3.799,-34.06,-34.78
2015-02-14,2015-02-14 02:30:00,44.10417,6.886,-6.605,-34.03,-34.88
2015-02-14,2015-02-14 03:00:00,44.125,6.814,-7.162,-33.98,-34.98
2015-02-14,2015-02-14 03:30:00,44.14584,6.834,-7.221,-33.9,-34.96
2015-02-14,2015-02-14 04:00:00,44.16667,6.768,-7.164,-34.12,-35.13
2015-02-14,2015-02-14 04:30:00,44.1875,6.757,-7.607,-34.2,-35.16
2015-02-14,2015-02-14 05:00:00,44.20834,6.718,-7.061,-34.63,-35.35
2015-02-14,2015-02-14 05:30:00,44.22917,6.791,-7.325,-34.44,-35.31
2015-02-14,2015-02-14 06:00:00,44.25,6.687,-7.165,-34.36,-35.28
2015-02-14,2015-02-14 06:30:00,44.27084,6.711,-7.16,-34.57,-35.37
2015-02-14,2015-02-14 07:00:00,44.29167,6.772,-6.963,-34.61,-35.5
2015-02-14,2015-02-14 07:30:00,44.3125,6.811,-7.148,-34.35,-35.38
2015-02-14,2015-02-14 08:00:00,44.33334,6.826,-7.091,-34.57,-35.58
2015-02-14,2015-02-14 08:30:00,44.35417,6.799,-7.081,-34.51,-35.56
2015-02-14,2015-02-14 09:00:00,44.375,6.741,-7.005,-34.44,-35.54
2015-02-14,2015-02-14 09:30:00,44.39584,6.772,-7.263,-34.32,-35.47
2015-02-14,2015-02-14 10:00:00,44.41667,6.784,-7.223,-34.64,-35.6
2015-02-14,2015-02-14 10:30:00,44.4375,6.826,-7.025,-34.45,-35.36
2015-02-14,2015-02-14 11:00:00,44.45834,6.842,-7.497,-34.17,-35.25
2015-02-14,2015-02-14 11:30:00,44.47917,6.857,-7.873,-34.67,-35.37
2015-02-14,2015-02-14 12:00:00,44.5,6.788,-7.326,-34.15,-35.2
