"Location","Sample_ID","Sample_Date","USDA_Species_Code","Tair","Tleaf","VpdL","Vcmax_Tleaf","Jmax_Tleaf","Rd_Tleaf","Vcmax25_Rog","Jmax25_Rog","Vcmax25_Bern","Jmax25_Bern"
"Seward_Peninsula","BNL12949",20190704,"ALVIF",19.91763946,20.0034486221429,0.602166839071429,43.3431475752906,91.764276869621,1.27376689730223,62.9420587843888,117.705511372579,67.9197364944793,124.096392871122
"Seward_Peninsula","BNL12952",20190704,"ALVIF",18.7931841442857,20.0658600671429,0.6040600915,54.9176961163999,104.877192602558,0.837911704069205,79.373397311371,134.100662276674,85.5677637024289,141.286815004859
"Seward_Peninsula","BNL12953",20190704,"ALVIF",18.8820308964286,20.2817111692857,0.461645793214286,52.3072961907699,91.2770757234108,0.237553985808921,74.3728818954539,115.442724704633,79.9096432671656,121.347147113541
"Seward_Peninsula","BNL12954",20190704,"ALVIF",19.2745535721429,20.0895784921429,0.554424847714286,41.1294521635394,91.0879716076854,1.37890617586877,59.3381179101315,116.329312255439,63.9454245922932,122.531872354022
"Seward_Peninsula","BNL12955",20190704,"ALVIF",21.2199332371429,21.9655351635714,0.630600981071429,57.0418004319695,108.491672971921,0.8215242961542,71.4391035806557,126.073643607395,74.7958067908105,130.159808628246
"Seward_Peninsula","BNL12980",20190704,"ALVIF",21.3966588971429,21.9094580242857,0.638250990285714,57.9867713394229,118.434732941943,1.19082763433881,72.9284382309762,138.014598288795,76.4206177061835,142.57267599737
"Seward_Peninsula","BNL12985",20190705,"ALVIF",26.7275574542857,27.9813127507143,1.04921402035714,89.5826903386584,160.737000406228,1.24715015403058,72.1293194568195,139.094754201266,69.009879201184,134.887805087997
"Seward_Peninsula","BNL12988",20190705,"ALVIF",24.5775635585714,25.008303915,0.753433693285714,65.8267630550053,126.663203571351,1.12038088075038,65.7866471661374,126.611685789656,65.7784658181646,126.600747539092
"Seward_Peninsula","BNL15351",20190706,"ALVIF",29.7677777171429,29.9829548421429,1.314169884,107.607785045076,171.005729321459,1.06127166255581,75.0902378021387,134.502882571292,69.7756083592115,127.81611384312
"Seward_Peninsula","BNL15356",20190706,"ALVIF",31.1085630561538,32.0377432015385,2.31851198246154,117.763613199815,153.178214953657,1.09695346770607,71.0887422310339,109.372635298851,64.1324826636339,101.821875391383
"Seward_Peninsula","BNL15357",20190706,"ALVIF",30.3362418571429,31.0254101057143,1.47792540478571,108.402607526599,160.635486049531,0.70971978515228,70.2646326449884,120.275991336132,64.3160918725294,113.107578431716
